7409 0 
7435 1 
8585 1 
8588 2 
8600 2 
8638 3 
9794 3 
9804 4 
9819 4 
9822 5 
9823 5 
10955 6 
10975 6 
11012 7 
11019 7 
11055 8 
12178 8 
12188 9 
12191 9 
12195 10 
12204 10 
12207 11 
12215 11 
12217 12 
12221 12 
12232 13 
12236 13 
12246 14 
13353 14 
13369 15 
13386 15 
14580 16 
14592 16 
14621 17 
14627 17 
14639 18 
15763 18 
15780 19 
15808 19 
15821 20 
15858 20 
15878 21 
16966 21 
16970 22 
16970 22 
16977 23 
16983 23 
16986 24 
16998 25 
17043 25 
18171 26 
18174 26 
18208 27 
18259 27 
19358 28 
20611 28 
20650 29 
21769 29 
21781 30 
21793 30 
22972 31 
23008 31 
23027 32 
23044 32 
24082 33 
24186 33 
24243 34 
25342 34 
25359 35 
25368 35 
26516 36 
28963 36 
29006 37 
30232 37 
32565 38 
33653 38 
33657 39 
34855 39 
34926 40 
36039 40 
40885 41 
44513 41 
45748 42 
50503 42 
52860 43 
55363 43 
60143 44 
66315 44 
72358 45 
72438 45 
74863 46 
79795 46 
83407 47 
85935 47 
87123 48 
87188 48 
102931 49 
111580 50 
112772 50 
115133 51 
1299176 51 
1560393 52 
1685010 52 
1787286 53 
1839739 53 
1946197 54 
2142906 54 
2172066 55 
2242401 55 
2242637 56 
2262092 56 
2296575 57 
2315145 57 
2350972 58 
2363807 58 
2397954 59 
2402591 59 
2457995 60 
2458221 60 
2505744 61 
2540480 61 
2595359 62 
2612041 62 
2677022 63 
2701077 63 
2719367 64 
2719504 64 
2789527 65 
2837726 65 
2855295 66 
2873785 66 
2907029 67 
2980228 67 
2997996 68 
3052347 68 
3070112 69 
3114630 69 
3133614 70 
3136747 70 
3153785 71 
3187111 71 
3187182 72 
3206094 72 
3206379 73 
3211927 73 
3258806 74 
3259601 75 
3287819 75 
3296220 76 
3304568 76 
3323346 77 
3377939 77 
3379790 78 
3396038 78 
3396254 79 
3400675 79 
3431938 80 
3479622 80 
3530377 81 
3537461 81 
3538389 82 
3609590 82 
3656324 83 
3759088 83 
3762641 84 
3769428 84 
3796845 85 
3817411 85 
3888986 86 
3900768 86 
3930902 87 
3958636 87 
3977532 88 
4024332 88 
4050385 89 
4067505 89 
4086095 90 
4129496 90 
4213421 91 
4255562 91 
4310956 92 
4339046 92 
4433868 93 
4447775 93 
4473463 94 
4527918 94 
4705818 95 
4722649 95 
4775445 96 
4812631 96 
4849596 97 
4938568 97 
5098599 98 
5209546 98 
5360041 99 
5405288 100 
