7409 0 
7435 1 
8585 1 
8588 2 
8600 2 
8638 3 
9794 3 
9804 4 
9819 4 
9822 5 
9823 5 
10957 6 
10976 6 
11012 7 
11019 7 
11055 8 
12178 8 
12188 9 
12191 9 
12195 10 
12204 10 
12208 11 
12215 11 
12217 12 
12221 12 
12232 13 
12236 13 
12246 14 
13353 14 
13369 15 
13386 15 
14580 16 
14592 16 
14621 17 
14627 17 
14639 18 
15763 18 
15780 19 
15808 19 
15821 20 
15858 20 
15878 21 
16967 21 
16971 22 
16971 22 
16978 23 
16983 23 
16987 24 
16998 25 
17043 25 
18171 26 
18174 26 
18208 27 
18260 27 
19359 28 
20611 28 
20650 29 
21769 29 
21781 30 
21793 30 
22972 31 
23009 31 
23028 32 
23044 32 
24082 33 
24187 33 
24243 34 
25345 34 
25359 35 
25369 35 
26516 36 
28963 36 
29006 37 
30234 37 
32566 38 
33653 38 
33657 39 
34855 39 
34927 40 
36042 40 
40885 41 
44516 41 
45749 42 
50504 42 
52861 43 
55364 43 
60143 44 
66316 44 
72360 45 
72439 45 
74864 46 
79797 46 
83413 47 
85938 47 
87125 48 
87192 48 
102937 49 
111582 50 
112781 50 
115146 51 
1299176 51 
1560425 52 
1685078 52 
1787287 53 
1839746 53 
1946277 54 
2142910 54 
2172068 55 
2242489 55 
2242637 56 
2262093 56 
2296590 57 
2315148 57 
2350988 58 
2363807 58 
2397958 59 
2402591 59 
2458029 60 
2458285 60 
2505745 61 
2540573 61 
2595360 62 
2612062 62 
2677077 63 
2701097 63 
2719406 64 
2719588 64 
2789530 65 
2837762 65 
2855302 66 
2873793 66 
2907207 67 
2980277 67 
2998048 68 
3052348 68 
3070114 69 
3114713 69 
3133666 70 
3136752 70 
3153785 71 
3187207 71 
3187265 72 
3206094 72 
3206413 73 
3211927 73 
3258820 74 
3259610 75 
3288036 75 
3296220 76 
3304628 76 
3323518 77 
3377939 77 
3379804 78 
3396089 78 
3396256 79 
3400743 79 
3431938 80 
3479642 80 
3530457 81 
3537467 81 
3538389 82 
3609628 82 
3656418 83 
3759088 83 
3762641 84 
3769428 84 
3797029 85 
3817411 85 
3888986 86 
3900785 86 
3930907 87 
3958644 87 
3977595 88 
4024333 88 
4050390 89 
4067505 89 
4086111 90 
4129498 90 
4213431 91 
4255623 91 
4310959 92 
4339062 92 
4434017 93 
4447778 93 
4473480 94 
4527918 94 
4705840 95 
4722751 95 
4775445 96 
4812736 96 
4849596 97 
4938746 97 
5098664 98 
5209546 98 
5360059 99 
5405289 100 
